customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1941-HOSAM,Male,0.0,,Yes,13.469359871799155,Yes,,Fiber optic,No,No,,No,,Yes,,Yes,Electronic check,,80.20270760656068,No
9110-HSGTV,Female,0.0,No,No,50.152106551028666,Yes,No,DSL,Yes,,Yes,,,Yes,Two year,Yes,Credit card (automatic),,5555.878480977651,No
0704-VCUMB,Female,0.0,Yes,No,88.06978753963742,Yes,No,No,No internet service,No,No internet service,No internet service,,No internet service,Two year,,Credit card (automatic),5.877255335135269,1277.9373565915027,No
6171-ZTVYB,Male,0.0,Yes,No,,Yes,Yes,,Yes,,No,,No,No,Month-to-month,No,Bank transfer (automatic),68.77573883847707,,No
8053-WWDRO,Female,0.0,Yes,No,-2.6212104099028917,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,,,Bank transfer (automatic),-20.632272064410998,,Yes
9564-KCLHR,Male,0.0,No,No,7.199747104707146,Yes,,DSL,No,No,No,,No,No,Month-to-month,,Mailed check,46.59766608343993,28.549878394686417,Yes
1935-IMVBB,Male,,,,52.42554537815073,Yes,No,Fiber optic,No,,No,No,,Yes,Month-to-month,No,,109.24929698262747,,No
2535-PBCGC,Female,0.0,Yes,No,60.27340813374223,No,,DSL,Yes,,,Yes,Yes,Yes,Two year,,Bank transfer (automatic),,4503.4456806489925,No
2082-CEFLT,,0.0,No,No,11.064481572922876,Yes,No,,No,No,No,,No,,Month-to-month,Yes,Electronic check,76.93884507042144,47.25515362432109,Yes
1470-PSXNM,Male,0.0,Yes,Yes,56.664345982088285,Yes,Yes,,No,,,No,Yes,,One year,Yes,Electronic check,,4531.689721634531,No
1213-NGCUN,Female,0.0,No,,0.004110969916182761,Yes,,DSL,,,No,Yes,No,,Month-to-month,,Bank transfer (automatic),57.41984750493414,245.15664633124453,Yes
2498-XLDZR,Female,0.0,Yes,Yes,30.26213437175596,,No,DSL,,Yes,Yes,Yes,No,,Two year,No,Mailed check,83.0405961075844,,No
9866-OCCKE,Female,1.0,Yes,No,91.6678823863717,Yes,Yes,Fiber optic,,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,108.94547253740825,8077.445626643091,No
5338-YHWYT,Male,0.0,,Yes,38.820801559885,Yes,No,DSL,Yes,Yes,,Yes,No,No,Two year,No,,46.562624740699846,2282.582084963454,No
7718-UPSKJ,Female,0.0,Yes,No,82.99685257847464,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,,104.88114059395153,7223.455301001698,No
8731-WBBMB,Female,0.0,Yes,No,37.82323355663096,,No,DSL,,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),94.08068298456814,,No
1448-CYWKC,Female,0.0,Yes,Yes,,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,,One year,,,110.37747604003067,,No
7901-IIDQV,,0.0,No,,54.02596981033966,Yes,Yes,DSL,No,No,,Yes,No,No,One year,No,,48.7659317787572,1254.4646172015505,No
2690-DVRVK,Male,0.0,Yes,Yes,4.899762681687208,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,,100.80236404689981,No
5688-KZTSN,Male,,Yes,,,Yes,No,No,No internet service,No,No internet service,No internet service,,No internet service,Month-to-month,Yes,Electronic check,19.023915016145434,320.83483087067134,Yes
1270-XKUCC,,,Yes,Yes,32.8616992339686,Yes,,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,,582.421206521152,No
0334-ZFJSR,Female,0.0,Yes,No,54.81824778910743,Yes,Yes,DSL,Yes,Yes,No,Yes,No,,,Yes,Credit card (automatic),49.17582175108622,3477.1365364377,No
2894-QOJRX,Female,0.0,Yes,No,,No,No,DSL,No,,No,No,Yes,No,Month-to-month,Yes,,45.93078397561001,,Yes
5747-PMBSQ,Male,1.0,,No,,Yes,,,No,Yes,,Yes,,No,,Yes,Mailed check,122.86558222367334,,Yes
5583-EJXRD,,0.0,Yes,Yes,73.94619554541043,No,No,DSL,Yes,Yes,Yes,,No,Yes,Two year,Yes,,,,No
4565-EVZMJ,Female,0.0,No,No,55.44162781863534,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,49.59778418180855,2795.6656957253863,No
3143-JQEGI,Female,0.0,Yes,Yes,0.34022668100420717,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,97.03874968957422,1223.3320795588384,Yes
6386-SZZKH,Female,0.0,Yes,Yes,,Yes,Yes,Fiber optic,,,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.32192926928097,5293.709083948305,Yes
3327-YBAKM,Female,0.0,Yes,No,,Yes,No,Fiber optic,Yes,No,,Yes,Yes,Yes,One year,Yes,,,6315.986248630748,No
9441-QHEVC,,0.0,No,,0.16249215822302543,Yes,No,,No internet service,,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,,13.313880497471224,31.315231951128396,No
6705-LNMDD,Male,0.0,No,No,16.400321678856013,Yes,No,DSL,No,No,No,Yes,,No,Month-to-month,No,Mailed check,42.859319209440194,,No
2580-ASVVY,Female,0.0,Yes,No,38.565555144390935,,,DSL,Yes,No,,Yes,Yes,No,,No,Electronic check,71.58150994865844,1600.3318178232103,No
3370-GQEAL,Male,0.0,Yes,,20.143045895076803,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,88.13189248477276,2538.601094448064,No
5032-USPKF,Female,0.0,,No,,Yes,Yes,,Yes,Yes,Yes,No,,Yes,One year,,Bank transfer (automatic),92.945660535395,3210.551644918765,No
2982-IHMFT,Female,1.0,No,No,-2.296563059363385,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.15839716731335,71.5354803937778,Yes
3521-SYVOR,Female,0.0,No,No,29.430029396952108,Yes,,DSL,No,No,No,No,Yes,Yes,Month-to-month,,Electronic check,70.61335812876658,2345.0971129314266,Yes
4254-QPEDE,Female,0.0,Yes,,66.47198242001495,No,,,Yes,Yes,,Yes,Yes,,,No,Credit card (automatic),54.57418980590294,3306.4256961617307,No
6283-GITPX,Male,,No,,60.77543455455514,Yes,No,DSL,Yes,Yes,Yes,,Yes,No,Two year,Yes,Credit card (automatic),63.679240883894565,5515.306784619638,No
9526-JAWYF,,0.0,No,No,24.92253197490885,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,92.3241540511592,,Yes
0771-CHWSK,,,No,No,34.968069497373804,,Yes,,Yes,Yes,Yes,No,No,Yes,,Yes,Credit card (automatic),60.708560367717894,4780.920132944365,No
9788-HNGUT,,0.0,Yes,No,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),96.94416125958101,8635.20687578031,No
9495-REDIY,Male,0.0,,Yes,,No,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),51.496689779605745,939.0112782938429,No
5375-XLDOF,Male,0.0,Yes,Yes,44.44317905428605,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,,,Two year,Yes,Bank transfer (automatic),92.81365238599787,,No
1172-VIYBP,Male,0.0,Yes,Yes,77.64271549878477,Yes,Yes,DSL,Yes,,,No,No,Yes,,No,Bank transfer (automatic),62.56147994958046,,No
5649-VUKMC,Female,0.0,No,No,17.38182924322376,,No,Fiber optic,No,,Yes,,Yes,,One year,No,Mailed check,,1111.7099582554222,Yes
6559-PDZLR,Male,0.0,,No,34.901047990786175,Yes,No,Fiber optic,,No,,Yes,Yes,,Month-to-month,,Electronic check,127.1413649683926,2542.415683149629,No
8992-OBVDG,,0.0,No,No,,Yes,No,DSL,,,Yes,,No,,Month-to-month,No,Mailed check,55.892260064675,1406.9658044884175,No
4273-MBHYA,Female,0.0,No,Yes,,Yes,No,Fiber optic,No,,,No,Yes,Yes,,Yes,Electronic check,111.46284374548529,,No
4724-WXVWF,Male,0.0,No,No,34.59620189474409,Yes,Yes,,Yes,No,No,Yes,No,,Month-to-month,Yes,Electronic check,81.6626353214194,4446.192541232779,No
5701-GUXDC,,,Yes,No,36.5057608473806,No,No,DSL,Yes,,Yes,No,No,No,One year,,Credit card (automatic),,971.0251889838843,No
1460-UZPRJ,Male,0.0,Yes,No,67.43379338932135,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,14.683043698679636,1257.3993421733185,No
6082-GLJIX,,0.0,No,,-18.349474339754053,Yes,,No,,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,,,No
5143-EGQFK,Female,1.0,No,No,7.47645363685226,No,No,DSL,,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,,309.83727937722136,Yes
4919-IKATY,Male,,Yes,Yes,18.602217204170337,,Yes,Fiber optic,Yes,No,Yes,,No,,Month-to-month,Yes,Electronic check,64.32486866909737,450.71688503620106,Yes
2495-TTHBQ,Female,0.0,No,Yes,-5.638694521665254,Yes,No,No,,No,No internet service,No internet service,,,One year,Yes,Mailed check,5.998150915765221,79.1033548359467,No
0485-ZBSLN,,0.0,Yes,Yes,,Yes,Yes,,,No,,,,No internet service,Two year,,Credit card (automatic),24.53674209346443,,No
3810-PJUHR,Male,0.0,Yes,Yes,83.31814489130558,,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,43.077731085379384,1691.8624675616888,No
9050-QLROH,Male,0.0,No,No,13.08434394046203,Yes,Yes,Fiber optic,No,No,,,No,Yes,Month-to-month,Yes,Credit card (automatic),91.57358295339169,1610.1953360392972,Yes
0847-HGRML,Male,0.0,No,Yes,63.741072880747204,,No,No,No internet service,No,,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.32197343121665,1263.8404749066326,No
8232-CTLKO,Female,0.0,,Yes,59.65643839716786,Yes,No,DSL,Yes,No,,No,Yes,No,,Yes,Electronic check,89.6993206023888,4013.267741797281,No
9227-YBAXE,Female,0.0,Yes,Yes,56.46660804365139,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),,5208.313104495919,No
6168-WFVVF,Female,1.0,No,,,Yes,No,Fiber optic,,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.51063484363077,222.43361973386553,Yes
9860-LISIZ,Female,0.0,No,No,36.760851477190435,Yes,,No,,,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.557750944958812,670.1210985314814,No
0112-QAWRZ,Male,0.0,Yes,Yes,22.53206446441553,Yes,Yes,,No,,,No,,No,Month-to-month,Yes,Bank transfer (automatic),90.26865307295057,1463.4012714765631,No
0877-SDMBN,Female,0.0,No,No,,Yes,Yes,Fiber optic,Yes,No,Yes,No,,Yes,One year,,Bank transfer (automatic),,,Yes
2786-GCDPI,Female,1.0,No,No,60.54714550900407,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,,Electronic check,82.06067927176989,5253.881613500912,No
4043-MKDTV,Male,0.0,Yes,,73.02338506684039,,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,,Yes,,85.46826127310061,7291.610149633178,No
8065-YKXKD,,,No,No,2.362696625288203,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.9736078367175,767.7598914489369,Yes
9637-EIHEQ,Female,,No,No,7.919150612864871,Yes,No,DSL,,,No,,No,,Month-to-month,Yes,Electronic check,59.930042280239256,47.9915061351387,Yes
9229-RQABD,Male,,,,14.555734769801923,,Yes,No,No internet service,No,No internet service,,No internet service,No internet service,One year,No,Mailed check,14.1184160665532,402.77792220843503,No
8313-KTIHG,Male,0.0,No,No,16.853688690100768,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.82791945398974,260.1627971394317,No
5320-BRKGK,,,Yes,Yes,,Yes,,DSL,Yes,No,Yes,Yes,,No,Two year,No,Mailed check,70.12900826034213,4401.377096905528,No
6284-KMNUF,Female,0.0,Yes,,,Yes,Yes,Fiber optic,,No,No,No,Yes,Yes,One year,Yes,Electronic check,,5298.304351203409,No
9689-PTNPG,Male,,No,No,15.631571203459915,Yes,No,Fiber optic,No,,,,,No,Month-to-month,Yes,Electronic check,,141.837617645779,Yes
9465-RWMXL,Male,0.0,Yes,No,,Yes,Yes,Fiber optic,No,No,,No,,No,Month-to-month,Yes,Electronic check,73.85151466790207,2440.0078671754686,Yes
6229-UOLQL,Male,0.0,Yes,Yes,48.617211205886015,No,No,DSL,Yes,Yes,No,,,,One year,Yes,Mailed check,,,No
2362-IBOOY,Male,,,No,,,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.25030806587097,,Yes
3137-LUPIX,Female,0.0,No,,32.913819004893725,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,,63.490679687880736,,No
0843-WTBXE,Male,0.0,,No,33.8241808316977,Yes,Yes,Fiber optic,,No,No,No,,,Month-to-month,No,Bank transfer (automatic),114.18116161450901,4515.935168224221,Yes
6143-JQKEA,Male,0.0,No,,26.469880938346463,Yes,No,,No,,No,No,No,,Month-to-month,Yes,Credit card (automatic),43.34818916678678,421.8136341537751,No
8676-OOQEJ,Male,0.0,No,No,13.69203806251487,,No,,No,No,No,Yes,No,No,,No,,29.25495836943665,,No
5515-IDEJJ,,0.0,,,4.220801677383898,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,18.840565002854557,20.105136017693894,Yes
9701-CDXHR,Female,0.0,Yes,No,63.76003683082986,,No,Fiber optic,No,,No,No,No,No,Month-to-month,No,Mailed check,60.13354264025568,,No
7450-NWRTR,Male,1.0,No,No,14.887854401521663,Yes,Yes,Fiber optic,No,No,,No,Yes,Yes,Month-to-month,,Electronic check,,1180.5899521383071,Yes
8124-NZVGJ,,0.0,No,No,6.930072860025767,No,No,DSL,No,,No,,Yes,Yes,One year,,Mailed check,56.81182234174583,,No
2162-FRZAA,Male,0.0,Yes,Yes,,No,,DSL,No,Yes,,Yes,No,,Two year,No,Bank transfer (automatic),45.75572226113157,,No
5376-DEQCP,Female,,No,No,2.5740497361278063,Yes,,,No,No,No,No,No,No,Month-to-month,Yes,,63.98299223270976,63.619391243996496,Yes
5118-MUEYH,Female,0.0,Yes,No,48.30218378939925,Yes,,Fiber optic,No,,No,,,,Month-to-month,,Credit card (automatic),118.42150419171872,5088.926225934202,No
9095-HFAFX,Female,,No,,1.515889324605379,Yes,No,,No,No,No,No,Yes,No,Month-to-month,,,67.27548470760095,399.0198428345671,Yes
5627-TVBPP,,0.0,No,Yes,34.98800207448359,Yes,No,No,No internet service,No,No internet service,,No internet service,No internet service,One year,Yes,Credit card (automatic),,,No
2379-ENZGV,Male,,No,No,,Yes,,Fiber optic,No,Yes,No,No,Yes,No,,Yes,Electronic check,87.22530222886152,,Yes
3936-QQFLL,,0.0,No,No,-1.7350291092096741,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,42.4295791504633,,No
2589-AYCRP,,0.0,,No,47.6517161677863,Yes,No,No,,,No internet service,No internet service,No internet service,,One year,No,,-5.637165378712641,,No
4067-HLYQI,,0.0,No,No,,Yes,No,,,No,,No,No,,Month-to-month,Yes,Bank transfer (automatic),70.98861167283566,2408.386158389182,No
5124-EOGYE,,0.0,No,No,,,No,,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.53675502096813,667.4045421499914,No
5057-RKGLH,Female,0.0,Yes,Yes,-3.4463471330495334,Yes,,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,,-8.654981239596928,,No
0292-WEGCH,,0.0,Yes,Yes,,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,,Yes,,,4505.767673967916,No
8910-ICHIU,Female,0.0,No,,,Yes,No,,Yes,Yes,Yes,No,Yes,No,,Yes,Credit card (automatic),,4649.25504616,No
4097-YODCF,Male,0.0,No,Yes,42.980176295762945,,Yes,Fiber optic,Yes,Yes,No,,Yes,,One year,Yes,,120.07709005083568,,No
9715-WZCLW,Male,0.0,Yes,Yes,77.07279382844766,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,79.085754984705,6930.003473934183,No
9786-YWNHU,Female,0.0,Yes,Yes,,,No,DSL,,Yes,,Yes,No,,Two year,No,Mailed check,110.11019458959203,,No
6407-GSJNL,Female,0.0,No,No,67.18653742449663,Yes,Yes,No,No internet service,No,No internet service,No internet service,,No internet service,Two year,No,Bank transfer (automatic),,1319.026627344808,No
6005-OBZPH,Female,1.0,No,No,,Yes,Yes,Fiber optic,No,Yes,No,,,No,Month-to-month,,Electronic check,64.11026351989284,2278.0302829563716,Yes
4049-ZPALD,Female,0.0,Yes,,46.1018969151623,Yes,,,Yes,No,Yes,,Yes,Yes,Two year,Yes,Bank transfer (automatic),,6382.331332478354,No
7932-WPTDS,Female,1.0,Yes,,2.910473031656409,No,No,,No,No,No,,No,No,Month-to-month,Yes,,31.55042472836051,8.832855218352794,Yes
3733-UOCWF,,1.0,Yes,No,54.587299355773474,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),65.11508950300437,,No
6833-JMZYP,,0.0,No,No,21.770689931133475,,,Fiber optic,,,Yes,No,Yes,,,,Credit card (automatic),100.24790829376815,1519.0126676950447,No
2722-VOJQL,Male,0.0,No,No,90.31895202441419,Yes,Yes,Fiber optic,No,Yes,,Yes,,Yes,One year,Yes,Credit card (automatic),107.40169157755514,6903.20149216667,Yes
1310-QRITU,,0.0,No,No,25.846113285184195,Yes,Yes,DSL,No,,No,No,No,,Month-to-month,Yes,Electronic check,49.55789245809378,911.4134537175541,No
8961-QDZZJ,Female,0.0,Yes,Yes,53.65131803221959,Yes,No,,No,Yes,No,No,Yes,Yes,One year,Yes,,,,No
9715-SBVSU,Male,0.0,Yes,Yes,20.949145003305993,Yes,No,DSL,Yes,Yes,No,,No,Yes,Two year,Yes,Bank transfer (automatic),76.6755653911001,808.9364479245643,No
8490-BXHEO,Male,1.0,No,No,10.801322515106033,Yes,,Fiber optic,No,Yes,,No,,No,Month-to-month,Yes,Credit card (automatic),78.0286483892578,1412.84052763692,No
7173-TETGO,Female,1.0,Yes,No,75.23222385613767,Yes,Yes,Fiber optic,,,,No,,No,,,Bank transfer (automatic),75.81321104674088,5608.964738253829,No
7929-SKFGK,,0.0,,No,,Yes,Yes,Fiber optic,,Yes,Yes,Yes,Yes,Yes,Two year,No,,,8248.957294053074,No
2300-RQGOI,,0.0,No,No,53.47196218540233,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,,Two year,No,Mailed check,,746.0387839964197,No
3563-SVYLG,,,Yes,Yes,62.69011769273435,,,DSL,Yes,,Yes,Yes,No,,Two year,,Credit card (automatic),,4366.573081725381,No
5228-EXCET,Male,0.0,,No,25.028583665403183,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,,Electronic check,90.26592402587828,,Yes
6435-VWCCY,Male,1.0,Yes,No,47.09843629110532,Yes,,Fiber optic,Yes,Yes,,No,Yes,No,Two year,Yes,Credit card (automatic),83.94787932054534,5958.646287455437,No
4998-IKFSE,Female,,No,No,26.106483290833804,Yes,,Fiber optic,No,,Yes,,Yes,Yes,,No,Electronic check,101.87587710907648,3101.064621512302,No
8630-QSGXK,Male,,Yes,,,Yes,,DSL,No,No,No,Yes,Yes,Yes,,Yes,Bank transfer (automatic),71.29554696774775,,No
2455-USLMV,Female,,,No,24.68018196937631,Yes,Yes,Fiber optic,Yes,,,,No,No,Month-to-month,,Credit card (automatic),,2591.1019250003283,No
7394-FKDNK,,0.0,Yes,,,Yes,,,No,,No,,Yes,Yes,Month-to-month,No,Electronic check,76.9602729955849,846.5621121573641,Yes
9488-FVZCC,Female,0.0,,Yes,,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),87.12209876805834,5672.208799565713,No
6331-LWDTQ,Male,0.0,No,No,24.339402371016252,Yes,Yes,DSL,,,No,No,Yes,Yes,Month-to-month,,,89.7709909747646,815.330574358353,Yes
5995-WWKKG,Female,0.0,No,No,46.13501962783599,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,,685.5271553405632,No
1597-FZREH,Female,,,,8.083039277220518,Yes,No,DSL,,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,64.51403627547465,167.23435282845244,Yes
7879-CGSFV,Male,0.0,No,No,54.55993859772304,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,,,Mailed check,98.32020608839431,5543.821101791602,No
9921-EZKBY,Male,0.0,No,,,,,Fiber optic,,No,,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),110.59601142695118,3269.9647599139275,No
7432-FFVAR,Female,,Yes,Yes,47.749115668904736,Yes,,Fiber optic,,,Yes,Yes,No,Yes,,No,Bank transfer (automatic),106.72092608024904,,No
7246-ZGQDF,,,,Yes,,Yes,,DSL,Yes,,No,Yes,No,No,Month-to-month,,Electronic check,,57.051488360746326,No
7000-WCEVQ,Female,1.0,No,No,13.189625531471561,Yes,Yes,DSL,,No,,No,,Yes,,Yes,Mailed check,58.796343407460775,1169.288913529088,Yes
0727-IWKVK,Male,,Yes,No,2.2873753175307803,Yes,,Fiber optic,No,,Yes,,No,,,,Electronic check,73.91629348765836,746.128978043589,Yes
5959-BELXA,Male,1.0,No,No,34.195721697880245,Yes,,Fiber optic,,No,No,No,,Yes,Month-to-month,Yes,Credit card (automatic),74.71767377566464,3031.278732496358,Yes
4456-RHSNB,Female,0.0,Yes,Yes,18.727321416778054,Yes,No,,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),51.07862256653505,,No
3512-IZIKN,Female,0.0,Yes,No,68.7529161919074,,,,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),,4764.228265981608,Yes
2481-SBOYW,Female,0.0,No,Yes,49.33473285739724,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,,Yes,Credit card (automatic),35.969549510482246,1490.696689355762,No
7109-MFBYV,Male,,No,No,27.58014986109245,Yes,No,DSL,,,No,No,No,No,,No,Electronic check,75.32943901851031,1248.0135255816408,No
1833-TCXKK,Male,,Yes,No,,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,,Month-to-month,Yes,,125.15513402907129,4903.3587732300675,No
1832-PEUTS,Male,0.0,Yes,Yes,66.86065134606137,,,,,,,No,Yes,No,Two year,Yes,,97.36631526405172,5423.361322921061,No
6141-OOXUQ,Male,0.0,,No,-4.26169390757512,,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,17.99403131986431,28.041990762207995,Yes
8660-BUETV,Female,0.0,No,No,11.24623711621693,,,,,No,,No,No,,Month-to-month,No,,47.46878998003626,121.28929210398883,No
0580-PIQHM,,0.0,Yes,Yes,43.5953311850264,,Yes,Fiber optic,Yes,Yes,,No,No,,One year,Yes,Bank transfer (automatic),65.73421668606036,3958.234347709935,No
5696-CEIQJ,Male,0.0,Yes,Yes,71.96717414384858,Yes,No,Fiber optic,No,Yes,,Yes,,Yes,Two year,No,,97.58577850228593,6892.44587145932,No
7503-ZGUZJ,Male,,No,No,-16.205598275144304,,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,,86.11760379405554,66.13550288813005,Yes
1696-HXOWK,Female,,Yes,No,65.70082062625202,,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,101.27941212179431,,No
3026-ATZYV,Female,0.0,Yes,Yes,47.56783764048424,,No,DSL,,Yes,No,No,Yes,Yes,One year,,Bank transfer (automatic),74.54745104892001,2642.223777734567,No
4012-YCFAI,Male,0.0,Yes,No,52.36907780073863,Yes,,DSL,,Yes,,,No,,Two year,,Mailed check,77.58293801150317,,No
2506-TNFCO,Female,1.0,Yes,No,,Yes,No,Fiber optic,No,No,No,No,,No,Month-to-month,Yes,Electronic check,68.44584021825364,76.94118619349996,Yes
9970-QBCDA,,0.0,,No,30.925752391461774,Yes,No,No,No internet service,No,No internet service,,,No internet service,Month-to-month,,,18.655580251796962,,No
8718-PTMEZ,Female,0.0,No,No,,,No,DSL,No,Yes,No,No,No,No,Month-to-month,,Electronic check,,341.9139510307244,Yes
9496-IVVRP,Female,0.0,Yes,Yes,,,,DSL,,No,No,No,,,Month-to-month,No,Bank transfer (automatic),56.33461002034633,,No
2207-OBZNX,Male,0.0,,,23.494165392447524,Yes,No,,Yes,No,No,No,No,No,,Yes,Mailed check,49.054696251516006,,Yes
2657-VPXTA,Female,0.0,Yes,,-2.2730184266861393,,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,,80.76113653954603,934.7592808446038,No
6551-VLJMV,Male,0.0,Yes,No,24.041404990692005,Yes,No,No,No internet service,No,,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),,693.4671904220945,No
1221-GHZEP,,0.0,,,76.01430972093691,Yes,No,DSL,Yes,,No,Yes,No,Yes,Two year,Yes,Mailed check,79.19799407493687,3846.551809717866,No
9289-LBQVU,Male,0.0,,No,81.61336247357904,Yes,Yes,DSL,,Yes,,Yes,No,Yes,One year,Yes,Mailed check,,4486.817245190952,No
6142-VSJQO,Female,0.0,Yes,Yes,6.066041411675353,Yes,,,,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.57748160900129,,Yes
3458-IDMFK,Male,0.0,No,,31.89033864043072,Yes,No,No,No internet service,,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,,517.9140167879953,No
6933-FHBZC,Female,0.0,No,No,14.139344267371845,Yes,No,DSL,No,Yes,Yes,No,,No,,Yes,Mailed check,64.11157677180842,1515.6942147073964,No
0221-NAUXK,,0.0,No,Yes,8.88464359989373,Yes,No,No,No internet service,,,No internet service,,,One year,Yes,Bank transfer (automatic),41.49836331891035,226.9822495125185,No
9770-KXGQU,,,,No,57.89123837609591,,Yes,Fiber optic,Yes,Yes,Yes,,Yes,No,,,Mailed check,110.36701658568452,5300.685542103987,No
6437-UKHMV,Female,0.0,No,No,-13.626455943345327,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,111.73015121919052,560.2375610183641,Yes
6538-POCHL,Male,0.0,,No,41.94887503540959,Yes,,Fiber optic,,,Yes,No,,No,Month-to-month,Yes,Credit card (automatic),73.46111740216963,2598.6299674998254,No
6726-NNFWD,Female,1.0,,,86.59210722491403,Yes,No,Fiber optic,No,Yes,Yes,No,No,,Two year,No,Credit card (automatic),100.20541405355411,6440.884935340598,No
3002-WQZWT,Female,,No,,18.751210813923436,Yes,Yes,,No,No,No,No,No,,Month-to-month,Yes,Electronic check,56.19835331903272,1977.6322358196576,No
4277-UDIEF,Male,0.0,Yes,Yes,26.676554137200426,Yes,Yes,,Yes,No,No,Yes,Yes,,Month-to-month,No,Bank transfer (automatic),86.0130876500925,,No
1208-NBVFH,Male,0.0,,Yes,-2.286778128634783,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.39746449338488,950.0381042050133,No
4912-PIGUY,Female,,,No,-19.547064542700046,,,Fiber optic,No,No,No,,,No,Month-to-month,Yes,,80.68617387939968,75.37255363225482,No
